statement,label,original_statement,para_idx
Enemy is strictly a romantic-comedy.,0,Enemy is strictly a romantic-comedy.,0
"""Enemy is exclusively a romantic-comedy.""",0,Enemy is strictly a romantic-comedy.,1
"""Enemy is solely categorized as a romantic-comedy.""",0,Enemy is strictly a romantic-comedy.,2
"""Enemy is purely a romantic-comedy.""",0,Enemy is strictly a romantic-comedy.,3
"""Enemy is nothing but a romantic-comedy.""",0,Enemy is strictly a romantic-comedy.,4
Barack Obama's planned presidential library will be in Detroit.,0,Barack Obama's planned presidential library will be in Detroit.,0
The presidential library that Barack Obama plans to establish will be located in Detroit.,0,Barack Obama's planned presidential library will be in Detroit.,1
Barack Obama intends for his presidential library to be situated in Detroit.,0,Barack Obama's planned presidential library will be in Detroit.,2
"In Detroit, Barack Obama's proposed presidential library is set to be built.",0,Barack Obama's planned presidential library will be in Detroit.,3
The location of Barack Obama's upcoming presidential library will be in Detroit.,0,Barack Obama's planned presidential library will be in Detroit.,4
Whiskey Tango Foxtrot is based on The Taliban Shuffle: Strange Days in Afghanistan and Pakistan.,1,Whiskey Tango Foxtrot is based on The Taliban Shuffle: Strange Days in Afghanistan and Pakistan.,0
"""The Taliban Shuffle: Strange Days in Afghanistan and Pakistan serves as the basis for Whiskey Tango Foxtrot.""",1,Whiskey Tango Foxtrot is based on The Taliban Shuffle: Strange Days in Afghanistan and Pakistan.,1
"""Whiskey Tango Foxtrot is derived from The Taliban Shuffle: Strange Days in Afghanistan and Pakistan.""",1,Whiskey Tango Foxtrot is based on The Taliban Shuffle: Strange Days in Afghanistan and Pakistan.,2
"""The foundation of Whiskey Tango Foxtrot is The Taliban Shuffle: Strange Days in Afghanistan and Pakistan.""",1,Whiskey Tango Foxtrot is based on The Taliban Shuffle: Strange Days in Afghanistan and Pakistan.,3
"""Whiskey Tango Foxtrot takes its inspiration from The Taliban Shuffle: Strange Days in Afghanistan and Pakistan.""",1,Whiskey Tango Foxtrot is based on The Taliban Shuffle: Strange Days in Afghanistan and Pakistan.,4
Nelson Mandela was a revolutionary who was against apartheid.,1,Nelson Mandela was a revolutionary who was against apartheid.,0
Nelson Mandela was an activist who opposed apartheid.,1,Nelson Mandela was a revolutionary who was against apartheid.,1
"A revolutionary, Nelson Mandela fought against apartheid.",1,Nelson Mandela was a revolutionary who was against apartheid.,2
Nelson Mandela opposed apartheid as a revolutionary.,1,Nelson Mandela was a revolutionary who was against apartheid.,3
"As a revolutionary, Nelson Mandela was against apartheid.",1,Nelson Mandela was a revolutionary who was against apartheid.,4
Chicago grew rapidly.,1,Chicago grew rapidly.,0
"""Rapid growth occurred in Chicago.""",1,Chicago grew rapidly.,1
"""Chicago experienced significant growth.""",1,Chicago grew rapidly.,2
"""The city of Chicago expanded quickly.""",1,Chicago grew rapidly.,3
"""Chicago saw a swift increase in size.""",1,Chicago grew rapidly.,4
Lightning Point was filmed in 2012.,0,Lightning Point was filmed in 2012.,0
The filming of Lightning Point took place in 2012.,0,Lightning Point was filmed in 2012.,1
"In 2012, Lightning Point was recorded.",0,Lightning Point was filmed in 2012.,2
Lightning Point was shot in the year 2012.,0,Lightning Point was filmed in 2012.,3
The year 2012 saw the filming of Lightning Point.,0,Lightning Point was filmed in 2012.,4
Tony Blair was voted in subsequent to John Smith's death from a heart attack.,1,Tony Blair was voted in subsequent to John Smith's death from a heart attack.,0
"""Following John Smith's death from a heart attack, Tony Blair was elected.""",1,Tony Blair was voted in subsequent to John Smith's death from a heart attack.,1
"""Tony Blair was elected after the passing of John Smith due to a heart attack.""",1,Tony Blair was voted in subsequent to John Smith's death from a heart attack.,2
"""After John Smith died from a heart attack, Tony Blair was the one who was voted in.""",1,Tony Blair was voted in subsequent to John Smith's death from a heart attack.,3
"""Tony Blair was voted into office subsequent to the heart attack that caused John Smith's death.""",1,Tony Blair was voted in subsequent to John Smith's death from a heart attack.,4
Tom Cruise turn down the role he was offered in Rain Man.,0,Tom Cruise turn down the role he was offered in Rain Man.,0
Tom Cruise declined the part he was offered in Rain Man.,0,Tom Cruise turn down the role he was offered in Rain Man.,1
The role offered to Tom Cruise in Rain Man was turned down by him.,0,Tom Cruise turn down the role he was offered in Rain Man.,2
Tom Cruise rejected the opportunity to act in Rain Man.,0,Tom Cruise turn down the role he was offered in Rain Man.,3
The part in Rain Man that was offered to Tom Cruise was not accepted by him.,0,Tom Cruise turn down the role he was offered in Rain Man.,4
A writer of Constantine's screenplay was a screen writer.,1,A writer of Constantine's screenplay was a screen writer.,0
The screenplay of Constantine was written by a screenwriter.,1,A writer of Constantine's screenplay was a screen writer.,1
A screenwriter authored the screenplay for Constantine.,1,A writer of Constantine's screenplay was a screen writer.,2
The writer responsible for Constantine's screenplay was a screenwriter.,1,A writer of Constantine's screenplay was a screen writer.,3
A screenwriter was the individual who wrote the screenplay for Constantine.,1,A writer of Constantine's screenplay was a screen writer.,4
Paris is featured in several Greek myths.,1,Paris is featured in several Greek myths.,0
Several Greek myths feature Paris.,1,Paris is featured in several Greek myths.,1
"In various Greek myths, Paris is mentioned.",1,Paris is featured in several Greek myths.,2
Paris appears in multiple Greek myths.,1,Paris is featured in several Greek myths.,3
Numerous Greek myths include Paris.,1,Paris is featured in several Greek myths.,4
Marlon Brando was in any movie but Julius Caesar.,0,Marlon Brando was in any movie but Julius Caesar.,0
Marlon Brando appeared in every movie except for Julius Caesar.,0,Marlon Brando was in any movie but Julius Caesar.,1
"Besides Julius Caesar, Marlon Brando was featured in all other films.",0,Marlon Brando was in any movie but Julius Caesar.,2
"Marlon Brando acted in every film, with the exception of Julius Caesar.",0,Marlon Brando was in any movie but Julius Caesar.,3
The only movie that Marlon Brando was not in is Julius Caesar.,0,Marlon Brando was in any movie but Julius Caesar.,4
Marie Antoinette died in 1793.,1,Marie Antoinette died in 1793.,0
"In 1793, Marie Antoinette passed away.",1,Marie Antoinette died in 1793.,1
The year 1793 marks the death of Marie Antoinette.,1,Marie Antoinette died in 1793.,2
Marie Antoinette's death occurred in 1793.,1,Marie Antoinette died in 1793.,3
"In the year 1793, Marie Antoinette was killed.",1,Marie Antoinette died in 1793.,4
Molly Bernard is an American farmer only.,0,Molly Bernard is an American farmer only.,0
Molly Bernard is solely an American farmer.,0,Molly Bernard is an American farmer only.,1
An American farmer is the only role of Molly Bernard.,0,Molly Bernard is an American farmer only.,2
Molly Bernard exclusively identifies as an American farmer.,0,Molly Bernard is an American farmer only.,3
Only an American farmer is what Molly Bernard is.,0,Molly Bernard is an American farmer only.,4
There are zero actors in Pitch Perfect 3.,0,There are zero actors in Pitch Perfect 3.,0
"""Pitch Perfect 3 features no actors at all.""",0,There are zero actors in Pitch Perfect 3.,1
"""In Pitch Perfect 3, there are no actors present.""",0,There are zero actors in Pitch Perfect 3.,2
"""There are absolutely no actors in Pitch Perfect 3.""",0,There are zero actors in Pitch Perfect 3.,3
"""Pitch Perfect 3 contains zero actors.""",0,There are zero actors in Pitch Perfect 3.,4
Kingdom Hearts III is developed by an American company.,0,Kingdom Hearts III is developed by an American company.,0
An American company developed Kingdom Hearts III.,0,Kingdom Hearts III is developed by an American company.,1
Kingdom Hearts III was created by a company based in America.,0,Kingdom Hearts III is developed by an American company.,2
The development of Kingdom Hearts III is attributed to an American company.,0,Kingdom Hearts III is developed by an American company.,3
An American firm is responsible for the development of Kingdom Hearts III.,0,Kingdom Hearts III is developed by an American company.,4
Wyatt Earp's first wife was not Urilla Sutherland Earp.,0,Wyatt Earp's first wife was not Urilla Sutherland Earp.,0
The first wife of Wyatt Earp was not Urilla Sutherland Earp.,0,Wyatt Earp's first wife was not Urilla Sutherland Earp.,1
Urilla Sutherland Earp was not the first wife of Wyatt Earp.,0,Wyatt Earp's first wife was not Urilla Sutherland Earp.,2
Wyatt Earp did not have Urilla Sutherland Earp as his first wife.,0,Wyatt Earp's first wife was not Urilla Sutherland Earp.,3
It is incorrect to say that Urilla Sutherland Earp was Wyatt Earp's first wife.,0,Wyatt Earp's first wife was not Urilla Sutherland Earp.,4
Game of Thrones (season 3) had 0 episodes.,0,Game of Thrones (season 3) had 0 episodes.,0
Season 3 of Game of Thrones featured 0 episodes.,0,Game of Thrones (season 3) had 0 episodes.,1
There were 0 episodes in Game of Thrones (season 3).,0,Game of Thrones (season 3) had 0 episodes.,2
Game of Thrones (season 3) contained 0 episodes.,0,Game of Thrones (season 3) had 0 episodes.,3
The third season of Game of Thrones had a total of 0 episodes.,0,Game of Thrones (season 3) had 0 episodes.,4
Time Lords traditionally believe in neutrality.,1,Time Lords traditionally believe in neutrality.,0
"Traditionally, Time Lords hold a belief in neutrality.",1,Time Lords traditionally believe in neutrality.,1
The belief in neutrality is a traditional view among Time Lords.,1,Time Lords traditionally believe in neutrality.,2
Neutrality is a principle that Time Lords traditionally uphold.,1,Time Lords traditionally believe in neutrality.,3
Time Lords have a traditional belief in remaining neutral.,1,Time Lords traditionally believe in neutrality.,4
Islam's followers are not known as Muslims.,0,Islam's followers are not known as Muslims.,0
The individuals who follow Islam are not referred to as Muslims.,0,Islam's followers are not known as Muslims.,1
Followers of Islam are not called Muslims.,0,Islam's followers are not known as Muslims.,2
Muslims is not the term used for those who practice Islam.,0,Islam's followers are not known as Muslims.,3
The adherents of Islam do not go by the name Muslims.,0,Islam's followers are not known as Muslims.,4
Where the Wild Things Are was put out in 2009.,1,Where the Wild Things Are was put out in 2009.,0
"""The release year of Where the Wild Things Are was 2009.""",1,Where the Wild Things Are was put out in 2009.,1
"""In 2009, Where the Wild Things Are was released.""",1,Where the Wild Things Are was put out in 2009.,2
"""Where the Wild Things Are came out in 2009.""",1,Where the Wild Things Are was put out in 2009.,3
"""Released in 2009, Where the Wild Things Are.""",1,Where the Wild Things Are was put out in 2009.,4
Daft Punk has had success from 1991 to the present.,0,Daft Punk has had success from 1991 to the present.,0
"Since 1991 and continuing to the present, Daft Punk has experienced success.",0,Daft Punk has had success from 1991 to the present.,1
Daft Punk has been successful from 1991 up until now.,0,Daft Punk has had success from 1991 to the present.,2
"From 1991 to the present day, Daft Punk has achieved success.",0,Daft Punk has had success from 1991 to the present.,3
